congress,icpsr_id,state_code,cd,state,party_code,name,first_dimension,second_dimension
2,9062,1,98,CONNECT,5000,STURGES,0.637,0.327
2,9706,1,98,CONNECT,5000,WADSWORTH,0.749,0.134
2,9676,11,1,DELAWAR,5000,VINING,0.425,-0.354
2,9885,44,1,GEORGIA,4000,WAYNE,0.238,0.971
2,379,44,2,GEORGIA,4000,BALDWIN,0.052,-0.123
2,10202,44,3,GEORGIA,4000,WILLIS,-0.078,0.953
2,3798,51,1,KENTUCK,4000,GREENUP,-0.089,-0.291
2,7084,51,2,KENTUCK,4000,ORR,0.062,-0.348
2,5224,52,1,MARYLAN,5000,KEY,0.326,0.255
2,8363,52,2,MARYLAN,4000,SENEY,0.291,0.311
2,6418,52,3,MARYLAN,4000,MERCER,-0.402,0.239
2,8896,52,4,MARYLAN,4000,STERETT,0.495,0.869
2,6830,52,5,MARYLAN,5000,MURRAY,0.456,0.144
2,154,3,1,MASSACH,5000,AMES,0.874,0.106
2,3674,3,2,MASSACH,5000,GOODHUE,0.88,-0.069
2,3541,3,3,MASSACH,4000,GERRY,0.678,0.735
2,8344,3,4,MASSACH,5000,SEDGWICK,0.87,0.252
2,886,3,5,MASSACH,5000,BOURNE,0.95,0.144
2,5611,3,6,MASSACH,5000,LEONARD,0.882,0.284
2,9808,3,7,MASSACH,5000,WARD,0.925,-0.379
2,9268,3,8,MASSACH,5000,THACHER,0.846,0.46
2,5713,4,98,NEW HAM,5000,LIVERMORE,0.716,0.621
2,8644,4,98,NEW HAM,5000,SMITH  J.,0.471,-0.344
2,3610,4,98,NEW HAM,5000,GILMAN,0.47,-0.323
2,5303,12,98,NEW JER,5000,KITCHELL,0.25,-0.895
2,2440,12,98,NEW JER,5000,DAYTON,0.559,-0.574
2,878,12,98,NEW JER,5000,BOUDINOT,0.649,-0.019
2,1750,12,98,NEW JER,5000,CLARK,0.294,-0.775
2,9463,13,1,NEW YOR,4000,TREDWELL,-0.127,-0.992
2,5498,13,2,NEW YOR,5000,LAURANCE,0.689,0.242
2,649,13,3,NEW YOR,5000,BENSON,0.813,0.363
2,8272,13,4,NEW YOR,4000,SCHOONMAKER,0.016,-1
2,8511,13,5,NEW YOR,5000,SILVESTER,0.635,0.371
2,3695,13,6,NEW YOR,5000,GORDON,0.564,0.095
2,8869,47,1,NORTH C,5000,STEELE,0.263,-0.323
2,5895,47,2,NORTH C,4000,MACON,-0.044,-0.776
2,259,47,3,NORTH C,4000,ASHE,-0.557,-0.727
2,10193,47,4,NORTH C,4000,WILLIAMSON,0.11,-0.126
2,3859,47,5,NORTH C,5000,GROVE,0.092,-0.13
2,3196,14,1,PENNSYL,5000,FITZSIMONS,0.533,-0.221
2,6781,14,2,PENNSYL,4000,MUHLENBERG,0.311,0.283
2,4871,14,3,PENNSYL,5000,JACOBS,0.313,-0.523
2,4390,14,4,PENNSYL,4000,HIESTER,0.18,-0.142
2,5310,14,5,PENNSYL,5000,KITTERA,0.529,0.046
2,3805,14,6,PENNSYL,4000,GREGG,0.212,-0.241
2,4156,14,7,PENNSYL,5000,HARTLEY,0.478,-0.194
2,3147,14,8,PENNSYL,4000,FINDLEY,-0.061,0.489
2,884,5,1,RHODE I,5000,BOURN,0.739,-0.006
2,8702,48,1,SOUTH C,5000,SMITH  W.L.,0.579,0.316
2,456,48,2,SOUTH C,5000,BARNWELL,0.719,0.695
2,4695,48,3,SOUTH C,5000,HUGER,0.631,0.776
2,9088,48,4,SOUTH C,4000,SUMTER,-0.708,0.458
2,9501,48,5,SOUTH C,4000,TUCKER,0.268,0.561
2,8639,6,1,VERMONT,4000,SMITH  I.,0.142,-0.99
2,6932,6,2,VERMONT,4000,NILES,0.269,-0.963
2,10006,40,1,VIRGINI,5000,WHITE,0.183,0.068
2,1118,40,2,VIRGINI,4000,BROWN,-0.111,-0.489
2,6625,40,3,VIRGINI,4000,MOORE,-0.095,-0.351
2,5564,40,4,VIRGINI,5000,LEE,0.295,-0.05
2,5903,40,5,VIRGINI,4000,MADISON,0.023,-0.425
2,9658,40,6,VIRGINI,4000,VENABLE,-0.125,0.03
2,7156,40,7,VIRGINI,4000,PAGE,0.056,0.08
2,7199,40,8,VIRGINI,4000,PARKER,0.154,0.088
2,3582,40,9,VIRGINI,4000,GILES,-0.305,-0.129
2,3825,40,10,VIRGINI,4000,GRIFFIN,0.232,-0.089
3,9489,1,98,CONNECT,5000,TRUMBELL,0.772,0.061
3,5543,1,98,CONNECT,5000,LEARNED,0.836,0.305
3,1914,1,98,CONNECT,5000,COIT,0.597,0.802
3,4433,1,98,CONNECT,5000,HILLHOUSE,0.622,-0.065
3,9452,1,98,CONNECT,5000,TRACY,0.883,0.087
3,9127,1,98,CONNECT,5000,SWIFT,0.513,0.759
3,9706,1,98,CONNECT,5000,WADSWORTH J,0.749,0.134
3,5494,11,1,DELAWAR,5000,LATIMER,0.396,0.918
3,379,44,98,GEORGIA,4000,BALDWIN,0.058,-0.151
3,1518,44,98,GEORGIA,4000,CARNES,0.106,-0.442
3,3798,51,1,KENTUCK,4000,GREENUP,-0.089,-0.291
3,7084,51,2,KENTUCK,4000,ORR,0.062,-0.348
3,2512,52,1,MARYLAN,5000,DENT,0.377,-0.842
3,8811,52,4,MARYLAN,4000,SPRIGG,0.183,-0.381
3,8678,52,5,MARYLAN,4000,SMITH  S.,0.419,-0.441
3,1716,52,6,MARYLAN,4000,CHRISTIE,0.062,-0.399
3,4441,52,7,MARYLAN,5000,HINDMAN,0.845,-0.248
3,6830,52,8,MARYLAN,5000,MURRAY,0.456,0.144
3,3674,3,1,MASSACH,5000,GOODHUE,0.88,-0.069
3,4546,3,1,MASSACH,4000,HOLTEN,0.547,0.053
3,154,3,1,MASSACH,5000,AMES,0.874,0.106
3,2550,3,1,MASSACH,5000,DEXTER,0.578,0.086
3,5852,3,2,MASSACH,4000,LYMAN,-0.02,-0.995
3,9808,3,2,MASSACH,5000,WARD,0.925,-0.379
3,3303,3,2,MASSACH,5000,FOSTER,0.817,0.486
3,8344,3,2,MASSACH,5000,SEDGWICK,0.87,0.252
3,886,3,3,MASSACH,5000,BOURNE,0.95,0.144
3,1906,3,3,MASSACH,5000,COFFIN,0.818,0.347
3,2451,3,4,MASSACH,4000,DEARBORN,0.226,-0.231
3,9707,3,4,MASSACH,5000,WADSWORTH P,0.76,0.246
3,9268,3,4,MASSACH,5000,THACHER,0.866,0.464
3,1865,3,99,MASSACH,5000,COBB,0.773,0.309
3,3610,4,98,NEW HAM,5000,GILMAN,0.47,-0.323
3,10272,4,98,NEW HAM,5000,WINGATE,0.157,0.988
3,8644,4,98,NEW HAM,5000,SMITH  J.,0.471,-0.344
3,8448,4,98,NEW HAM,4000,SHERBURNE,0.251,0.126
3,554,12,98,NEW JER,5000,BEATTY,0.54,-0.842
3,878,12,98,NEW JER,5000,BOUDINOT,0.649,-0.019
3,1387,12,98,NEW JER,5000,CADWALADER,0.648,-0.762
3,2440,12,98,NEW JER,5000,DAYTON,0.559,-0.574
3,1750,12,98,NEW JER,5000,CLARK,0.294,-0.775
3,9881,13,1,NEW YOR,5000,WATTS,0.787,0.617
3,9463,13,2,NEW YOR,4000,TREDWELL,-0.127,-0.992
3,9602,13,3,NEW YOR,4000,VANCORTLAND,0.014,-0.219
3,9615,13,4,NEW YOR,5000,VANGAASBECK,0.57,0.821
3,351,13,5,NEW YOR,4000,BAILEY,-0.095,0.338
3,3573,13,6,NEW YOR,5000,GILBERT,0.816,0.427
3,9591,13,7,NEW YOR,5000,VAN ALEN,0.729,0.245
3,3628,13,8,NEW YOR,5000,GLEN,0.791,0.169
3,3695,13,9,NEW YOR,5000,GORDON,0.564,0.095
3,9161,13,10,NEW YOR,5000,TALBOT,0.999,-0.046
3,6230,47,1,NORTH C,4000,MCDOWELL,-0.323,0.405
3,5734,47,2,NORTH C,4000,LOCKE,-0.379,0.925
3,10280,47,3,NORTH C,4000,WINSTON,-0.031,-0.032
3,6401,47,4,NORTH C,4000,MEBANE,-0.229,0.875
3,5895,47,5,NORTH C,4000,MACON,-0.05,-0.831
3,3594,47,6,NORTH C,4000,GILLESPIE,-0.009,0.148
3,3859,47,7,NORTH C,5000,GROVE,0.209,-0.062
3,2432,47,8,NORTH C,4000,DAWSON,-0.086,0.996
3,805,47,9,NORTH C,4000,BLOUNT,-0.197,0.049
3,10136,47,10,NORTH C,4000,WILLIAMS,-0.08,0.861
3,6608,14,98,PENNSYL,4000,MONTGOMERY,0.219,-0.36
3,4820,14,98,PENNSYL,4000,IRVINE,0.184,-0.214
3,3805,14,98,PENNSYL,4000,GREGG,0.161,-0.151
3,4156,14,98,PENNSYL,5000,HARTLEY,0.499,-0.234
3,8596,14,98,PENNSYL,4000,SMILIE,-0.15,0.444
3,6784,14,98,PENNSYL,4000,MUHLENBERGJ,0.177,-0.348
3,4390,14,98,PENNSYL,4000,HIESTER,0.14,-0.143
3,231,14,98,PENNSYL,5000,ARMSTRONG,0.323,0.283
3,3147,14,98,PENNSYL,4000,FINDLEY,-0.058,0.508
3,3196,14,98,PENNSYL,5000,FITZSIMONS,0.533,-0.221
3,5310,14,98,PENNSYL,5000,KITTERA,0.585,0.149
3,8312,14,98,PENNSYL,5000,SCOTT,0.37,-0.547
3,884,5,98,RHODE I,5000,BOURN,0.739,-0.006
3,5935,5,98,RHODE I,5000,MALBONE,0.732,-0.639
3,8702,48,1,SOUTH C,5000,SMITH  W.L.,0.525,0.352
3,4753,48,2,SOUTH C,4000,HUNTER,0.307,-0.763
3,10275,48,4,SOUTH C,4000,WINN,0.023,0.244
3,3607,48,5,SOUTH C,4000,GILLON,0.262,-0.965
3,7425,48,6,SOUTH C,4000,PICKENS,0.411,-0.911
3,8639,6,1,VERMONT,4000,SMITH  I.,0.142,-0.99
3,6932,6,2,VERMONT,4000,NILES,0.269,-0.963
3,8148,40,1,VIRGINI,4000,RUTHERFORD,-0.02,-0.025
3,6625,40,2,VIRGINI,4000,MOORE,-0.086,-0.346
3,6883,40,3,VIRGINI,4000,NEVILLE,0.076,-0.435
3,7603,40,4,VIRGINI,4000,PRESTON,-0.016,-0.693
3,4026,40,5,VIRGINI,5000,HANCOCK,0.076,0.143
3,1936,40,6,VIRGINI,4000,COLES,-0.289,0.23
3,9658,40,7,VIRGINI,4000,VENABLE,-0.125,0.03
3,1739,40,8,VIRGINI,4000,CLAIBORNE,-0.061,0.123
3,3582,40,9,VIRGINI,4000,GILES,-0.24,-0.107
3,4127,40,10,VIRGINI,4000,HARRISON,0.022,-0.241
3,7199,40,11,VIRGINI,5000,PARKER,0.243,0.047
3,7156,40,12,VIRGINI,4000,PAGE,0.056,0.08
3,3825,40,13,VIRGINI,5000,GRIFFIN,0.232,-0.089
3,9739,40,14,VIRGINI,4000,WALKER,-0.449,-0.421
3,5903,40,15,VIRGINI,4000,MADISON,0.023,-0.425
3,6886,40,16,VIRGINI,4000,NEW,-0.185,-0.008
3,5564,40,17,VIRGINI,5000,LEE,0.295,-0.05
3,6911,40,18,VIRGINI,4000,NICHOLAS,0.026,-0.275
3,4269,40,19,VIRGINI,4000,HEATH,0.096,-0.935
4,1914,1,98,CONNECT,1,COIT,0.597,0.802
4,3678,1,98,CONNECT,1,GOODRICH,0.847,0.514
4,3846,1,98,CONNECT,1,GRISWOLD,0.82,1.082
4,8671,1,98,CONNECT,1,SMITH  N.,0.736,0.561
4,9127,1,98,CONNECT,1,SWIFT,0.513,0.759
4,9452,1,98,CONNECT,1,TRACY,0.883,0.087
4,2355,1,98,CONNECT,1,DAVENPORT,0.902,0.311
4,2316,1,98,CONNECT,1,DANA,0.651,0.24
4,7235,11,1,DELAWAR,200,PATTEN,-0.006,-0.831
4,6472,44,98,GEORGIA,200,MILLEDGE,0.1,-0.47
4,379,44,98,GEORGIA,200,BALDWIN,0.064,-0.179
4,3798,51,1,KENTUCK,200,GREENUP,-0.089,-0.291
4,7084,51,2,KENTUCK,200,ORR,0.062,-0.348
4,2512,52,1,MARYLAN,1,DENT,0.377,-0.842
4,8810,52,2,MARYLAN,200,SPRIGG  R.,0.068,0.101
4,2125,52,3,MARYLAN,1,CRABB,0.249,0.294
4,2139,52,3,MARYLAN,1,CRAIK,0.698,-0.666
4,8811,52,4,MARYLAN,200,SPRIGG  T.,0.183,-0.381
4,8678,52,5,MARYLAN,200,SMITH  S.,0.35,-0.324
4,1716,52,6,MARYLAN,200,CHRISTIE,0.062,-0.399
4,4441,52,7,MARYLAN,1,HINDMAN,0.845,-0.248
4,6830,52,8,MARYLAN,1,MURRAY,0.456,0.144
4,5852,3,2,MASSACH,200,LYMAN  W.,-0.02,-0.995
4,5850,3,3,MASSACH,1,LYMAN  S.,0.707,0.677
4,3303,3,4,MASSACH,1,FOSTER  D.,0.817,0.486
4,3358,3,5,MASSACH,1,FREEMAN,0.28,0.829
4,7788,3,6,MASSACH,1,REED,0.589,0.619
4,154,3,8,MASSACH,1,AMES,0.874,0.106
4,9650,3,9,MASSACH,200,VARNUM,0.01,0.941
4,8376,3,10,MASSACH,1,SEWALL,0.758,0.267
4,947,3,11,MASSACH,1,BRADBURY,0.743,-0.044
4,2451,3,12,MASSACH,200,DEARBORN,0.226,-0.231
4,9707,3,13,MASSACH,1,WADSWORTH,0.744,0.206
4,9268,3,14,MASSACH,1,THACHER,0.887,0.467
4,8644,4,98,NEW HAM,1,SMITH  J.,0.471,-0.344
4,3299,4,98,NEW HAM,1,FOSTER  A.,0.83,0.438
4,3610,4,98,NEW HAM,1,GILMAN,0.47,-0.323
4,8448,4,98,NEW HAM,200,SHERBURNE,0.251,0.126
4,5303,12,98,NEW JER,1,KITCHELL,0.25,-0.895
4,8637,12,98,NEW JER,1,SMITH  ISAA,0.464,0.886
4,9353,12,98,NEW JER,1,THOMSON,0.646,0.441
4,4315,12,98,NEW JER,1,HENDERSON,0.457,0.889
4,5715,13,1,NEW YOR,200,LIVINGSTON,0.061,-0.13
4,4204,13,2,NEW YOR,200,HAVENS,-0.069,0.186
4,9602,13,3,NEW YOR,200,VANCORTLAND,0.048,-0.202
4,4193,13,4,NEW YOR,200,HATHORN,0.226,0.974
4,351,13,5,NEW YOR,200,BAILEY,-0.095,0.338
4,3573,13,6,NEW YOR,1,GILBERT,0.816,0.427
4,9591,13,7,NEW YOR,1,VAN ALEN,0.729,0.245
4,3628,13,8,NEW YOR,1,GLEN,0.791,0.169
4,10159,13,9,NEW YOR,1,WILLIAMS,0.546,0.723
4,2058,13,10,NEW YOR,1,COOPER,0.803,-0.145
4,4519,47,1,NORTH C,200,HOLLAND,-0.263,0.467
4,5734,47,2,NORTH C,200,LOCKE,-0.379,0.925
4,3342,47,3,NORTH C,200,FRANKLIN,-0.121,0.831
4,9187,47,4,NORTH C,200,TATOM,-0.009,1
4,9048,47,4,NORTH C,1,STRUDWICK,-0.149,0.989
4,5895,47,5,NORTH C,200,MACON,-0.057,-0.887
4,3594,47,6,NORTH C,200,GILLESPIE,-0.009,0.148
4,3859,47,7,NORTH C,1,GROVE,0.326,0.006
4,1255,47,8,NORTH C,200,BURGES,0.04,-0.805
4,805,47,9,NORTH C,200,BLOUNT,-0.2,-0.046
4,1176,47,10,NORTH C,200,BRYAN,-0.115,0.993
4,9107,14,1,PENNSYL,200,SWANWICK,0.112,-0.542
4,6781,14,2,PENNSYL,200,MUHLENBERG,0.311,0.283
4,9308,14,3,PENNSYL,1,THOMAS,0.647,0.27
4,7870,14,4,PENNSYL,200,RICHARDS,0.112,0.248
4,8555,14,4,PENNSYL,1,SITGREAVES,1,0.025
4,4390,14,5,PENNSYL,200,HIESTER,0.1,-0.144
4,2881,14,5,PENNSYL,1,EGE,0.511,-0.544
4,5890,14,6,PENNSYL,200,MACLAY,-0.484,0.576
4,5310,14,7,PENNSYL,1,KITTERA,0.641,0.252
4,4156,14,8,PENNSYL,1,HARTLEY,0.52,-0.275
4,3805,14,9,PENNSYL,200,GREGG,0.11,-0.061
4,429,14,10,PENNSYL,200,BARD,-0.175,0.301
4,3147,14,11,PENNSYL,200,FINDLEY,-0.055,0.527
4,3437,14,12,PENNSYL,200,GALLATIN,-0.024,-0.055
4,5935,5,98,RHODE I,1,MALBONE,0.732,-0.639
4,884,5,98,RHODE I,1,BOURN,0.739,-0.006
4,7553,5,98,RHODE I,1,POTTER,0.253,-0.412
4,8702,48,1,SOUTH C,1,SMITH  W.L.,0.47,0.389
4,4019,48,2,SOUTH C,200,HAMPTON,-0.071,0.997
4,656,48,3,SOUTH C,200,BENTON,-0.241,-0.058
4,10275,48,4,SOUTH C,200,WINN,-0.02,0.2
4,4090,48,5,SOUTH C,1,HARPER,0.574,-0.321
4,2816,48,6,SOUTH C,200,EARLE,0.07,0.998
4,4843,54,1,TENNESS,200,JACKSON  A.,-0.34,0.716
4,8639,6,1,VERMONT,200,SMITH  ISRA,0.142,-0.99
4,1195,6,2,VERMONT,1,BUCK,0.509,0.802
4,8148,40,1,VIRGINI,200,RUTHERFORD,-0.02,-0.025
4,6625,40,2,VIRGINI,200,MOORE,-0.078,-0.342
4,4850,40,3,VIRGINI,200,JACKSON  G.,-0.352,0.194
4,7603,40,4,VIRGINI,200,PRESTON,-0.016,-0.693
4,4026,40,5,VIRGINI,1,HANCOCK,0.076,0.143
4,1936,40,6,VIRGINI,200,COLES,-0.289,0.23
4,9658,40,7,VIRGINI,200,VENABLE,-0.125,0.03
4,1739,40,8,VIRGINI,200,CLAIBORNE,-0.048,0.082
4,3582,40,9,VIRGINI,200,GILES,-0.176,-0.086
4,4127,40,10,VIRGINI,200,HARRISON,0.022,-0.241
4,7199,40,11,VIRGINI,1,PARKER,0.332,0.006
4,7156,40,12,VIRGINI,200,PAGE,0.056,0.08
4,1853,40,13,VIRGINI,200,CLOPTON,-0.108,-0.039
4,1380,40,14,VIRGINI,200,CABELL,-0.327,-0.033
4,5903,40,15,VIRGINI,200,MADISON,0.023,-0.425
4,6886,40,16,VIRGINI,200,NEW,-0.18,0
4,1007,40,17,VIRGINI,200,BRENT,0.026,-0.084
4,6911,40,18,VIRGINI,200,NICHOLAS,0.026,-0.275
4,4269,40,19,VIRGINI,200,HEATH,0.096,-0.935
5,112,1,98,CONNECT,1,ALLEN,0.712,0.07
5,8671,1,98,CONNECT,1,SMITH  N.,0.736,0.561
5,3846,1,98,CONNECT,1,GRISWOLD,0.801,0.852
5,3678,1,98,CONNECT,1,GOODRICH,0.847,0.514
5,2316,1,98,CONNECT,1,DANA,0.68,0.227
5,1914,1,98,CONNECT,1,COIT,0.597,0.802
5,2355,1,98,CONNECT,1,DAVENPORT,0.902,0.311
5,2852,1,98,CONNECT,1,EDMOND,0.804,0.595
5,943,1,98,CONNECT,1,BRACE,0.669,0.3
5,524,11,1,DELAWAR,1,BAYARD,0.729,-0.381
5,6472,44,98,GEORGIA,200,MILLEDGE,0.1,-0.47
5,379,44,98,GEORGIA,200,BALDWIN,0.07,-0.207
5,2413,51,1,KENTUCK,200,DAVIS,0.176,-0.103
5,3324,51,2,KENTUCK,200,FOWLER,-0.154,0.341
5,2512,52,1,MARYLAN,1,DENT,0.377,-0.842
5,8810,52,2,MARYLAN,200,SPRIGG,0.068,0.101
5,2139,52,3,MARYLAN,1,CRAIK,0.698,-0.666
5,332,52,4,MARYLAN,1,BAER,0.582,-0.719
5,8678,52,5,MARYLAN,200,SMITH  S.,0.28,-0.207
5,6087,52,6,MARYLAN,1,MATTHEWS,0.531,-0.688
5,4441,52,7,MARYLAN,1,HINDMAN,0.845,-0.248
5,2501,52,8,MARYLAN,1,DENNIS,0.625,-0.337
5,8563,3,1,MASSACH,200,SKINNER,-0.025,1
5,8440,3,2,MASSACH,1,SHEPARD,0.721,0.693
5,5850,3,3,MASSACH,1,LYMAN,0.707,0.677
5,3303,3,4,MASSACH,1,FOSTER  D.,0.817,0.486
5,3358,3,5,MASSACH,200,FREEMAN  N.,0.28,0.829
5,7788,3,6,MASSACH,1,REED,0.589,0.619
5,1232,3,7,MASSACH,1,BULLOCK,0.465,0.884
5,7108,3,8,MASSACH,1,OTIS,0.765,0.325
5,9650,3,9,MASSACH,200,VARNUM,-0.02,0.964
5,8376,3,10,MASSACH,1,SEWALL,0.758,0.267
5,947,3,11,MASSACH,1,BRADBURY,0.743,-0.044
5,484,3,11,MASSACH,1,BARTLETT,0.625,0.373
5,7192,3,12,MASSACH,1,PARKER  I.,0.777,-0.109
5,9707,3,13,MASSACH,1,WADSWORTH,0.728,0.166
5,9268,3,14,MASSACH,1,THACHER,0.908,0.47
5,3357,4,98,NEW HAM,1,FREEMAN  J.,0.658,0.245
5,3701,4,98,NEW HAM,1,GORDON,0.803,0.597
5,3299,4,98,NEW HAM,1,FOSTER  D.,0.818,0.384
5,8644,4,98,NEW HAM,1,SMITH  J.,0.471,-0.344
5,8802,4,98,NEW HAM,1,SPRAGUE,0.54,0.842
5,8544,12,98,NEW JER,1,SINNICKSON,0.651,-0.451
5,4800,12,98,NEW JER,1,IMLAY,0.805,-0.186
5,9353,12,98,NEW JER,1,THOMSON,0.646,0.441
5,8278,12,98,NEW JER,1,SCHUREMAN,0.673,0.236
5,5715,13,1,NEW YOR,200,LIVINGSTON,0.048,0.069
5,4204,13,2,NEW YOR,200,HAVENS,-0.069,0.186
5,9602,13,3,NEW YOR,200,VANCORTLAND,0.083,-0.184
5,2941,13,4,NEW YOR,200,ELMENDORF,-0.101,-0.354
5,1072,13,5,NEW YOR,1,BROOKS,0.777,-0.355
5,4593,13,6,NEW YOR,1,HOSMER,0.723,-0.322
5,9591,13,7,NEW YOR,1,VAN ALEN,0.729,0.245
5,3628,13,8,NEW YOR,1,GLEN,0.791,0.169
5,10159,13,9,NEW YOR,1,WILLIAMS J.,0.546,0.723
5,1881,13,10,NEW YOR,1,COCHRAN,0.789,-0.35
5,6229,47,1,NORTH C,200,MCDOWELL,-0.388,0.857
5,5734,47,2,NORTH C,200,LOCKE,-0.379,0.925
5,10176,47,3,NORTH C,200,WILLIAMS R.,0.111,-0.915
5,8837,47,4,NORTH C,200,STANFORD,0.031,-0.747
5,5895,47,5,NORTH C,200,MACON,-0.063,-0.942
5,3594,47,6,NORTH C,200,GILLESPIE,-0.009,0.148
5,3859,47,7,NORTH C,1,GROVE,0.442,0.074
5,1255,47,8,NORTH C,200,BURGES,0.04,-0.805
5,805,47,9,NORTH C,200,BLOUNT,-0.204,-0.14
5,1176,47,10,NORTH C,200,BRYAN,-0.115,0.993
5,8756,47,10,NORTH C,200,SPAIGHT,0.288,-0.45
5,9107,14,1,PENNSYL,200,SWANWICK,0.112,-0.542
5,9779,14,1,PENNSYL,1,WALN,0.786,0.618
5,6155,14,2,PENNSYL,200,MCCLENACHAN,-0.483,-0.845
5,9308,14,3,PENNSYL,1,THOMAS,0.647,0.27
5,1655,14,4,PENNSYL,1,CHAPMAN,0.489,0.382
5,8555,14,4,PENNSYL,1,SITGREAVES,1,0.025
5,1132,14,4,PENNSYL,200,BROWN,-0.199,0.264
5,4394,14,5,PENNSYL,200,HIESTER,-0.139,-0.101
5,4037,14,6,PENNSYL,200,HANNA,0.093,-0.039
5,5310,14,7,PENNSYL,1,KITTERA,0.697,0.356
5,4156,14,8,PENNSYL,1,HARTLEY,0.541,-0.315
5,3805,14,9,PENNSYL,200,GREGG,0.06,0.028
5,429,14,10,PENNSYL,200,BARD,-0.202,0.22
5,3147,14,11,PENNSYL,200,FINDLEY,-0.051,0.546
